Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
quing-dynasty-dishes-embossed-and-stamped-by-artist,Quing Dynasty Dishes Embossed and Stamped by Artist,<p>Beautiful porcelaine hand painted by a Chinese artist that must have been well kinown enough to make his marked raised in what looks to be a three dimensional putty. A unique gift wi...</p><p><strong>Materials:</strong> Porcelain</p><p><strong>Category:</strong> 20th Century Chinese Ceramics</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Chinese, Porcelain",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-051,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/lotusplates1/LotusPlates1_l.jpg?width=2000&quality=90,1,Quing Dynasty Dishes Embossed and Stamped by Artist,FALSE,Quing Dynasty Dishes Embossed and Stamped by Artis | Antique Furniture Co.,Beautiful porcelaine hand painted by a Chinese artist that must have been well kinown enough to make his marked raised in what looks to be a three dimensio,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
quing-dynasty-dishes-embossed-and-stamped-by-artist,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/50_13/922947/ORG_922947.jpg?width=2000&quality=90,2,Quing Dynasty Dishes Embossed and Stamped by Artist - Image 2,,,,,,,,,,,,,,,,,,,,
handmade-chinese-porcelain-bonsai-tray,Handmade Chinese Porcelain Bonsai Tray,<p>Ionized red areas on leaf shaped cobalt blue Bonsai tray.</p><p><strong>Category:</strong> Antique 19th Century Chinese Ceramics</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, Chinese",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-052,5000,shopify,1,deny,manual,400,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org_pepperpot/ORG_ORG_PepperPot.jpg?width=2000&quality=90,1,Handmade Chinese Porcelain Bonsai Tray,FALSE,Handmade Chinese Porcelain Bonsai Tray | Antique Furniture Co.,Ionized red areas on leaf shaped cobalt blue Bonsai tray.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
porcelain-rosenthal-duck-figurine-mounted-as-lamp,Porcelain Rosenthal Duck Figurine Mounted as Lamp,"<p>Rosenthal Porcelain Pair of Ducks figurine, by artist W. Zugel mounted as a lamp, fine filigree brass mountings on an eight sided star shaped base, roped tubing supports a linen shad...</p><p><strong>Materials:</strong> Brass</p><p><strong>Category:</strong> Vintage 1930s German Table Lamps</p>",Antique Furniture Co.,Home & Garden > Lighting,Lighting,Brass,TRUE,Title,Default Title,,,,,ANT-LIGHTING-053,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/14_14/1103300/1103300_l_s.jpg?width=2000&quality=90,1,Porcelain Rosenthal Duck Figurine Mounted as Lamp,FALSE,Porcelain Rosenthal Duck Figurine Mounted as Lamp | Antique Furniture Co.,"Rosenthal Porcelain Pair of Ducks figurine, by artist W. Zugel mounted as a lamp, fine filigree brass mountings on an eight sided star shaped base, roped t",Home & Garden > Lighting,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
stone-carved-asian-vases-with-floral-motif,Stone Carved Asian Vases with Floral Motif,<p>Antique Asian red stone double carved vase with floral motif.</p><p><strong>Category:</strong> Antique 19th Century Unknown Sculptures</p>,Antique Furniture Co.,Home & Garden > Decor > Vases,Decorative Vessel,"Asian, 19th Century, Antique",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-054,5000,shopify,1,deny,manual,1200,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/vase5/vase5_l.jpg?width=2000&quality=90,1,Stone Carved Asian Vases with Floral Motif,FALSE,Stone Carved Asian Vases with Floral Motif | Antique Furniture Co.,Antique Asian red stone double carved vase with floral motif.,Home & Garden > Decor > Vases,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
stone-carved-asian-vases-with-floral-motif,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org_vase1/ORG_ORG_Vase1.jpg?width=2000&quality=90,2,Stone Carved Asian Vases with Floral Motif - Image 2,,,,,,,,,,,,,,,,,,,,
stone-carved-asian-vases-with-floral-motif,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org_vase1/Vase1_l_s.jpg?width=2000&quality=90,3,Stone Carved Asian Vases with Floral Motif - Image 3,,,,,,,,,,,,,,,,,,,,
vintage-needlepoint-mallards-in-flight,Vintage Needlepoint Mallards in Flight,<p>Beautiful aged needlepoint on linen Mallards in flight suggests a certain period of decor and has a beautiful frame of pure gold leaf with french detail. This Item can be seen in the...</p><p><strong>Category:</strong> Vintage 1960s American Tapestries</p>,Antique Furniture Co.,Home & Garden > Lighting,Lighting,Vintage,TRUE,Title,Default Title,,,,,ANT-LIGHTING-055,5000,shopify,1,deny,manual,1800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/391/XXX_8899_1349053860_1.jpg?width=2000&quality=90,1,Vintage Needlepoint Mallards in Flight,FALSE,Vintage Needlepoint Mallards in Flight | Antique Furniture Co.,Beautiful aged needlepoint on linen Mallards in flight suggests a certain period of decor and has a beautiful frame of pure gold leaf with french detail. T,Home & Garden > Lighting,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
framed-lady-s-hair-comb-from-the-19th-century,Framed Lady's Hair Comb from the 19th Century,"<p>Carved tortoiseshell ladies comb is flanked by a dragon fan crowned with five ball beads. En suite with mid century shadowbox frame, this piece is in fine condition for its age.</p><p><strong>Materials:</strong> Tortoise Shell, Glass</p><p><strong>Category:</strong> Antique 19th Century Chinese Decorative Art</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, Chinese, Tortoise Shell, Glass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-056,5000,shopify,1,deny,manual,3300,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org__p9y6791/ORG_ORG__P9Y6791.jpg?width=2000&quality=90,1,Framed Lady's Hair Comb from the 19th Century,FALSE,Framed Lady's Hair Comb from the 19th Century | Antique Furniture Co.,"Carved tortoiseshell ladies comb is flanked by a dragon fan crowned with five ball beads. En suite with mid century shadowbox frame, this piece is in fine ",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
general-sherman-lithograph-by-jack-davis,General Sherman Lithograph by Jack Davis,<p>Wonderfully graphic hand colored lithograph print of William Tecumseh Sherman by well known illustrator Jack Davis. Mr. Davis created this image for a Civil War series for Raleigh Fa...</p><p><strong>Category:</strong> Vintage 1960s American Paintings</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-057,5000,shopify,1,deny,manual,310,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/118/XXX_8899_1296077726_1-01.jpg?width=2000&quality=90,1,General Sherman Lithograph by Jack Davis,FALSE,General Sherman Lithograph by Jack Davis | Antique Furniture Co.,Wonderfully graphic hand colored lithograph print of William Tecumseh Sherman by well known illustrator Jack Davis. Mr. Davis created this image for a Civi,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
african-mother-and-daughter-tribal-figures,African Mother and Daughter Tribal Figures,"<p>Graceful pair of sleek carved standing African female figures poised upon discs of contrasting dark hardwood most likely from the Ivory Coast.</p><p><strong>Materials:</strong> Bone, Hardwood</p><p><strong>Category:</strong> Antique 19th Century South African Tribal Art</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"African, 19th Century, Antique, Bone, Hardwood",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-058,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org__p9y6265/_P9Y6265_l_s.jpg?width=2000&quality=90,1,African Mother and Daughter Tribal Figures,FALSE,African Mother and Daughter Tribal Figures | Antique Furniture Co.,Graceful pair of sleek carved standing African female figures poised upon discs of contrasting dark hardwood most likely from the Ivory Coast.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
ancient-tibetan-windows,Ancient Tibetan Windows,<p>Ancient Tibetan Temple Windows each of their own unique design coming from the same dissassembled Temple in Tibet.</p><p><strong>Materials:</strong> Iron</p><p><strong>Category:</strong> Antique 15th Century and Earlier Tibetan Tibetan Windows</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Antique, Iron",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-059,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/384/Tibetan_Window3r_la.jpg?width=2000&quality=90,1,Ancient Tibetan Windows,FALSE,Ancient Tibetan Windows | Antique Furniture Co.,Ancient Tibetan Temple Windows each of their own unique design coming from the same dissassembled Temple in Tibet.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
tibetan-temple-entrance,Tibetan Temple Entrance,"<p>Deeply sacred carved temple entrance with gargoyles, doves, mandalas, and fetishes of the natural and spirit worlds, all representing peace. During some time period it was fashioned ...</p><p><strong>Category:</strong> Antique 18th Century and Earlier Tibetan Religious Items</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Antique, 18th Century",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-060,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/386/8899_1348613720_2.jpg?width=2000&quality=90,1,Tibetan Temple Entrance,FALSE,Tibetan Temple Entrance | Antique Furniture Co.,"Deeply sacred carved temple entrance with gargoyles, doves, mandalas, and fetishes of the natural and spirit worlds, all representing peace. During some ti",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
tibetan-temple-entrance,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/386/XXX_8899_1348613720_1.jpg?width=2000&quality=90,2,Tibetan Temple Entrance - Image 2,,,,,,,,,,,,,,,,,,,,
tibetan-temple-entrance,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/386/XXX_8899_1348613720_1-01.jpg?width=2000&quality=90,3,Tibetan Temple Entrance - Image 3,,,,,,,,,,,,,,,,,,,,
set-of-three-indian-folk-art-figures,Set Of Three Indian Folk Art  Figures,<p>Set of three Indian figures vividly painted. They appear to be kneeling in prayer two have their hair in buns and the third wears a crown. It is likely that the third blue figure is ...</p><p><strong>Materials:</strong> Wood</p><p><strong>Category:</strong> 20th Century Indian Folk Art Sculptures</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Indian, 20th Century, Wood",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-061,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/332/XXX_8899_1335721791_1.jpg?width=2000&quality=90,1,Set Of Three Indian Folk Art  Figures,FALSE,Set Of Three Indian Folk Art  Figures | Antique Furniture Co.,Set of three Indian figures vividly painted. They appear to be kneeling in prayer two have their hair in buns and the third wears a crown. It is likely tha,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
hand-painted-rajasthani-wooden-box,Hand Painted Rajasthani Wooden Box,"<p>This unique, colorful and highly stylized hand-painted octagonal wooden box, depicts images of traditional Indian people of the Rajasthani area. Each are beautifully painted in detai...</p><p><strong>Materials:</strong> Wood, Paint</p><p><strong>Category:</strong> 20th Century Indian Boxes</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Indian, 20th Century, Wood, Paint",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-062,5000,shopify,1,deny,manual,650,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/233/XXX_8899_1317328930_1-01.jpg?width=2000&quality=90,1,Hand Painted Rajasthani Wooden Box,FALSE,Hand Painted Rajasthani Wooden Box | Antique Furniture Co.,"This unique, colorful and highly stylized hand-painted octagonal wooden box, depicts images of traditional Indian people of the Rajasthani area. Each are b",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
carved-balinese-dancer-supporting-framed-mirror,Carved Balinese Dancer Supporting Framed Mirror,"<p>Balinese dances are a very ancient dance tradition that is a part of the religious and artistic expression among the Balinese people. This mirror clearly shows the traditional costum...</p><p><strong>Materials:</strong> Wood, Mirror</p><p><strong>Category:</strong> 20th Century Balinese Folk Art Mirrors</p>",Antique Furniture Co.,Home & Garden > Decor > Mirrors,Mirror,"20th Century, Wood, Mirror",TRUE,Title,Default Title,,,,,ANT-MIRROR-063,5000,shopify,1,deny,manual,700,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/334/8899_1335722091_2.jpg?width=2000&quality=90,1,Carved Balinese Dancer Supporting Framed Mirror,FALSE,Carved Balinese Dancer Supporting Framed Mirror | Antique Furniture Co.,Balinese dances are a very ancient dance tradition that is a part of the religious and artistic expression among the Balinese people. This mirror clearly s,Home & Garden > Decor > Mirrors,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
carved-balinese-dancer-supporting-framed-mirror,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/334/XXX_8899_1335722091_1.jpg?width=2000&quality=90,2,Carved Balinese Dancer Supporting Framed Mirror - Image 2,,,,,,,,,,,,,,,,,,,,
carved-balinese-dancer-supporting-framed-mirror,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/334/XXX_8899_1335722091_1-01.jpg?width=2000&quality=90,3,Carved Balinese Dancer Supporting Framed Mirror - Image 3,,,,,,,,,,,,,,,,,,,,
emilio-pucci-square-silk-scarf,Emilio Pucci Square Silk Scarf,<p>SO PUCCI!! The colors are just that! Love this beautiful Italian Elizabethan Period Design on this Venduta della Chieta di S. Trinita silk square scarf. Tie is around your neck or on...</p><p><strong>Materials:</strong> Silk</p><p><strong>Category:</strong> Vintage 1960s Italian Collectibles and Curiosities</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Italian, Silk",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-064,5000,shopify,1,deny,manual,650,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/52_12/scarf1/ORG_scarf1.jpg?width=2000&quality=90,1,Emilio Pucci Square Silk Scarf,FALSE,Emilio Pucci Square Silk Scarf | Antique Furniture Co.,SO PUCCI!! The colors are just that! Love this beautiful Italian Elizabethan Period Design on this Venduta della Chieta di S. Trinita silk square scarf. Ti,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
smokey-quartz-and-gold-cufflinks,Smokey Quartz and Gold Cufflinks,<p>Let the men wear the pants but keep the cufflinks as your own! These exquisite smoky quartz cuffinks radiate with an old Hollywood glamor a la Kathrine Hepburn.</p><p><strong>Category:</strong> Vintage 1960s Collectible Jewelry</p>,Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,,TRUE,Title,Default Title,,,,,ANT-JEWELRY-065,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/113/XXX_8899_12944263-01.jpg?width=2000&quality=90,1,Smokey Quartz and Gold Cufflinks,FALSE,Smokey Quartz and Gold Cufflinks | Antique Furniture Co.,Let the men wear the pants but keep the cufflinks as your own! These exquisite smoky quartz cuffinks radiate with an old Hollywood glamor a la Kathrine Hep,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
destino-cufflinks,Destino Cufflinks,"<p>These cufflinks were designed by Ralph Destino for Saks Fifth Avenue in the 1960s.  A wonderful golden rope lassos around a deep blue lapis lazuli jewel.</p><p><strong>Materials:</strong> Lapis Lazuli, Gold</p><p><strong>Category:</strong> Vintage 1960s Austrian Collectible Jewelry</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,"Lapis Lazuli, Gold",TRUE,Title,Default Title,,,,,ANT-JEWELRY-066,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/111/8899_1294253435_2.jpg?width=2000&quality=90,1,Destino Cufflinks,FALSE,Destino Cufflinks | Antique Furniture Co.,These cufflinks were designed by Ralph Destino for Saks Fifth Avenue in the 1960s.  A wonderful golden rope lassos around a deep blue lapis lazuli jewel.,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
destino-cufflinks,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/111/XXX_8899_1294253435_1.jpg?width=2000&quality=90,2,Destino Cufflinks - Image 2,,,,,,,,,,,,,,,,,,,,
destino-cufflinks,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/111/XXX_8899_1294253435_1-01.jpg?width=2000&quality=90,3,Destino Cufflinks - Image 3,,,,,,,,,,,,,,,,,,,,
mid-20th-century-sterling-and-abalone-cufflinks,Mid-20th Century Sterling and Abalone Cufflinks,"<p>Vivid iridescent abalone set in sterling silver. Abstract Aztec emperor design by well known avant-garde artist Miguel Garcia Martinez. Martinez was an appretince to William Spratlin...</p><p><strong>Materials:</strong> Silver, Sterling Silver</p><p><strong>Category:</strong> Vintage 1950s Mexican Rancho Monterey Collectible Jewelry</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,"20th Century, Silver, Sterling Silver",TRUE,Title,Default Title,,,,,ANT-JEWELRY-067,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/101/-01.jpg?width=2000&quality=90,1,Mid-20th Century Sterling and Abalone Cufflinks,FALSE,Mid-20th Century Sterling and Abalone Cufflinks | Antique Furniture Co.,Vivid iridescent abalone set in sterling silver. Abstract Aztec emperor design by well known avant-garde artist Miguel Garcia Martinez. Martinez was an app,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
delft-style-porcelain-women-s-cufflinks,Delft Style Porcelain Women's Cufflinks,<p>This sweet pair of womens cufflinks features a small delft style porcelain inlay with a hand painted Japanese flower. The silver cufflinks feature an ornate floral motif setting for ...</p><p><strong>Materials:</strong> Silver</p><p><strong>Category:</strong> Early 20th Century American Collectible Jewelry</p>,Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,"20th Century, Silver",TRUE,Title,Default Title,,,,,ANT-JEWELRY-068,5000,shopify,1,deny,manual,500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/277/XXX_8899_1323809164_1-01.jpg?width=2000&quality=90,1,Delft Style Porcelain Women's Cufflinks,FALSE,Delft Style Porcelain Women's Cufflinks | Antique Furniture Co.,This sweet pair of womens cufflinks features a small delft style porcelain inlay with a hand painted Japanese flower. The silver cufflinks feature an ornat,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
burmese-kalaga-tapestry,Burmese Kalaga Tapestry,"<p>Beautifully embroidered with glass beads, metallic wrapped thread, metal sequins and beads, this tapestry seems to come to life with its rows of dancing women and mythical creatures....</p><p><strong>Category:</strong> Early 20th Century Burmese Textiles</p>",Antique Furniture Co.,Home & Garden > Decor > Throw Pillows,Textile,20th Century,TRUE,Title,Default Title,,,,,ANT-TEXTILE-069,5000,shopify,1,deny,manual,3200,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/32_13/862961/ORG_862961.jpg?width=2000&quality=90,1,Burmese Kalaga Tapestry,FALSE,Burmese Kalaga Tapestry | Antique Furniture Co.,"Beautifully embroidered with glass beads, metallic wrapped thread, metal sequins and beads, this tapestry seems to come to life with its rows of dancing wo",Home & Garden > Decor > Throw Pillows,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
qing-lidded-foo-dog-cache-pot,Qing Lidded Foo Dog Cache Pot,<p>Stylized with intervening vines and florals this stunning pot is in fantastic shape. The removable lidded top completes this piece with its symbolic Chinese Foo Dog also known as Gua...</p><p><strong>Materials:</strong> Wire</p><p><strong>Category:</strong> 20th Century Chinese Ceramics</p>,Antique Furniture Co.,Home & Garden > Decor > Vases,Decorative Vessel,"20th Century, Chinese, Wire",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-070,5000,shopify,1,deny,manual,1200,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org__p9y6775/ORG_ORG__P9Y6775.jpg?width=2000&quality=90,1,Qing Lidded Foo Dog Cache Pot,FALSE,Qing Lidded Foo Dog Cache Pot | Antique Furniture Co.,Stylized with intervening vines and florals this stunning pot is in fantastic shape. The removable lidded top completes this piece with its symbolic Chines,Home & Garden > Decor > Vases,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
purple-and-pearl-beaded-hoop-earrings,Purple and Pearl Beaded Hoop Earrings,<p>These wonderful purple and pearl hoop earrings are exploding with character and charm. Beads of multiple shades of purple are suspended from hooks causing the individual beads to mov...</p><p><strong>Materials:</strong> Beads</p><p><strong>Category:</strong> Vintage 1970s American Collectible Jewelry</p>,Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,Beads,TRUE,Title,Default Title,,,,,ANT-JEWELRY-071,5000,shopify,1,deny,manual,75,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/220/XXX_8899_1314814014_1-01.jpg?width=2000&quality=90,1,Purple and Pearl Beaded Hoop Earrings,FALSE,Purple and Pearl Beaded Hoop Earrings | Antique Furniture Co.,These wonderful purple and pearl hoop earrings are exploding with character and charm. Beads of multiple shades of purple are suspended from hooks causing ,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
hand-carved-cameo,Hand-Carved Cameo,"<p>Beautiful hand-carved cameo with a left-facing profile of a young woman, set in a gold wire bezel and roped decorative framework.</p><p><strong>Materials:</strong> Gold</p><p><strong>Category:</strong> 20th Century Italian Collectible Jewelry</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,"20th Century, Italian, Gold",TRUE,Title,Default Title,,,,,ANT-JEWELRY-072,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/377/8899_1346446433_2.jpg?width=2000&quality=90,1,Hand-Carved Cameo,FALSE,Hand-Carved Cameo | Antique Furniture Co.,"Beautiful hand-carved cameo with a left-facing profile of a young woman, set in a gold wire bezel and roped decorative framework.",Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
hand-carved-cameo,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/376/XXX_8899_1346446333_1_1.jpg?width=2000&quality=90,2,Hand-Carved Cameo - Image 2,,,,,,,,,,,,,,,,,,,,
lucky-cheng-with-cane-and-fan,Lucky Cheng with Cane and Fan,<p>Ceramic made Chinese character with artists stamp. He may be one of the Chinese immortals but research could further descibe who this character may in fact be. Great size for decorat...</p><p><strong>Materials:</strong> Ceramic</p><p><strong>Category:</strong> 20th Century Chinese Ceramics</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Chinese, Ceramic",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-073,5000,shopify,1,deny,manual,500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/49_13/902059/ORG_902059.jpg?width=2000&quality=90,1,Lucky Cheng with Cane and Fan,FALSE,Lucky Cheng with Cane and Fan | Antique Furniture Co.,Ceramic made Chinese character with artists stamp. He may be one of the Chinese immortals but research could further descibe who this character may in fact,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
female-buddhist-bust-in-carved-stone,Female Buddhist Bust in Carved Stone,<p>This Late 19th Century Chinese hand carved peaceful bust rests mindfully atop a rosewood base. A lovely meditation piece. From a Private Collection in SC. Stone is imperfect as pictu...</p><p><strong>Materials:</strong> Stone</p><p><strong>Category:</strong> Antique 19th Century Chinese Sculptures</p>,Antique Furniture Co.,Home & Garden > Decor > Artwork > Sculptures & Statues,Sculpture,"19th Century, Antique, Chinese, Stone",TRUE,Title,Default Title,,,,,ANT-SCULPTURE-074,15000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org__p9y6764/_P9Y6764_l_s.jpg?width=2000&quality=90,1,Female Buddhist Bust in Carved Stone,FALSE,Female Buddhist Bust in Carved Stone | Antique Furniture Co.,This Late 19th Century Chinese hand carved peaceful bust rests mindfully atop a rosewood base. A lovely meditation piece. From a Private Collection in SC. ,Home & Garden > Decor > Artwork > Sculptures & Statues,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
chinese-swan-bucket,Chinese Swan Bucket,<p>Very old fine wooden bucket with hand-carved swan handle. This rare and unique piece was used in China as a baby's bathtub.</p><p><strong>Materials:</strong> Wood</p><p><strong>Category:</strong> 20th Century Chinese Sculptures</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Chinese, Wood",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-075,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/22_13/swanbucket6/SwanBucket6_l.jpg?width=2000&quality=90,1,Chinese Swan Bucket,FALSE,Chinese Swan Bucket | Antique Furniture Co.,Very old fine wooden bucket with hand-carved swan handle. This rare and unique piece was used in China as a baby's bathtub.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
chinese-swan-bucket,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/22_13/swanbucket1/ORG_SwanBucket1.jpg?width=2000&quality=90,2,Chinese Swan Bucket - Image 2,,,,,,,,,,,,,,,,,,,,
chinese-swan-bucket,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/22_13/swanbucket1/XXX_SwanBucket1_A-01.jpg?width=2000&quality=90,3,Chinese Swan Bucket - Image 3,,,,,,,,,,,,,,,,,,,,
