Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
set-of-two-french-brass-bed-warmers,Set of Two French Brass Bed Warmers,"<p>Larger has engraved sailing ship on top, smaller has engraved donkey with baskets. Flip top lids with brass rings, turned wooden handles and brass ring hanging loops.</p><p><strong>Materials:</strong> Brass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century French Fireplace Tools and Chimney Pots</p>",Antique Furniture Co.,Furniture > Bedroom Furniture > Beds & Bed Frames,Daybed,"19th Century, Antique, French, Brass",TRUE,Title,Default Title,,,,,ANT-DAYBED-047,30000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/14_15/bedwarmerbrassmini_2/bedwarmerbrassmini_2_l.jpeg?width=2000&quality=90,1,Set of Two French Brass Bed Warmers,FALSE,Set of Two French Brass Bed Warmers | Antique Furniture Co.,"Larger has engraved sailing ship on top, smaller has engraved donkey with baskets. Flip top lids with brass rings, turned wooden handles and brass ring han",Furniture > Bedroom Furniture > Beds & Bed Frames,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
set-of-two-french-brass-bed-warmers,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/15_15/2077042/ORG_2077042.jpeg?width=2000&quality=90,2,Set of Two French Brass Bed Warmers - Image 2,,,,,,,,,,,,,,,,,,,,
pair-of-large-antique-copper-funnels,Pair of Large Antique Copper Funnels,"<p>Beautiful pair of copper funnels. One is lined with copper and the other with tin.

Sizes: 9.75 x 7 and 5.6 x 7.5.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century American Craftsman More Dining and Entertaining</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Antique",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-048,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/13_15/1900882/1900882_l_s.jpeg?width=2000&quality=90,1,Pair of Large Antique Copper Funnels,FALSE,Pair of Large Antique Copper Funnels | Antique Furniture Co.,"Beautiful pair of copper funnels. One is lined with copper and the other with tin.

Sizes: 9.75 x 7 and 5.6 x 7.5.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
colonial-williamsburg-brass-trumpet-candlesticks,Colonial Williamsburg Brass Trumpet Candlesticks,"<p>Pair of trumpet shaped turned and polished brass candlesticks with a beaded shaft and unusual drip catcher 8.75"" high, 13"" with candle.</p><p><strong>Materials:</strong> Brass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Mid-20th Century American American Colonial Candle Holders</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Colonial, 20th Century, Brass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-049,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/06_15/1738522/1738522_l_s.jpeg?width=2000&quality=90,1,Colonial Williamsburg Brass Trumpet Candlesticks,FALSE,Colonial Williamsburg Brass Trumpet Candlesticks | Antique Furniture Co.,"Pair of trumpet shaped turned and polished brass candlesticks with a beaded shaft and unusual drip catcher 8.75"" high, 13"" with candle.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
19th-century-carved-oak-table-with-grotesque-faces,19th Century Carved Oak Table with Grotesque Faces,"<p>This intricately carved English oak Jacobian-style table features an inset leaf-carved border with several carved faces composed of foliage or ""green men"" on four corners. The tablet...</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 18th Century and Earlier American Coffee and Cocktail Tables</p>",Antique Furniture Co.,Furniture > Tables,Table,"19th Century, Antique, 18th Century",TRUE,Title,Default Title,,,,,ANT-TABLE-050,25000,shopify,1,deny,manual,2650,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/166/8899_1306787993_2.jpg?width=2000&quality=90,1,19th Century Carved Oak Table with Grotesque Faces,FALSE,19th Century Carved Oak Table with Grotesque Faces | Antique Furniture Co.,"This intricately carved English oak Jacobian-style table features an inset leaf-carved border with several carved faces composed of foliage or ""green men"" ",Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
19th-century-carved-oak-table-with-grotesque-faces,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/166/XXX_8899_1306787993_1.jpg?width=2000&quality=90,2,19th Century Carved Oak Table with Grotesque Faces - Image 2,,,,,,,,,,,,,,,,,,,,
spanish-colonial-oak-armchairs-with-lion-heads,Spanish Colonial Oak Armchairs with Lion Heads,"<p>This pair of majestic armchairs features two carved lion head finials with ornately carved arms and foot-rails, plank seats and a tapestry upholstered back. These are two beautiful e...</p><p><strong>Materials:</strong> Oak, Tapestry</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century English Armchairs</p>",Antique Furniture Co.,Furniture > Chairs,Chair,"Colonial, 20th Century, English, Oak, Tapestry",TRUE,Title,Default Title,,,,,ANT-CHAIR-051,10000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/278/8899_1323883665_1_1-01.jpg?width=2000&quality=90,1,Spanish Colonial Oak Armchairs with Lion Heads,FALSE,Spanish Colonial Oak Armchairs with Lion Heads | Antique Furniture Co.,"This pair of majestic armchairs features two carved lion head finials with ornately carved arms and foot-rails, plank seats and a tapestry upholstered back",Furniture > Chairs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
antique-copper-heart-and-flower-molds,Antique Copper Heart and Flower Molds,"<p>Flowers: Made in India, O.D.J. Maker's mark.
No marks on heart.</p><p><strong>Materials:</strong> Copper</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1940s Indian Anglo-Indian More Dining and Entertaining</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Indian, Antique, Copper",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-052,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/1121189/f_19009321456813063627/1900932_s.jpeg?width=2000&quality=90,1,Antique Copper Heart and Flower Molds,FALSE,Antique Copper Heart and Flower Molds | Antique Furniture Co.,"Flowers: Made in India, O.D.J. Maker's mark.
No marks on heart.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
victorian-padded-arm-chair-with-cranberry-floral-brocade,Victorian Padded Arm Chair with Cranberry Floral Brocade,"<p>Beautiful, rich dark mahogany victorian style padded armchair with Cranberry floral brocade. Delicate ancanthus leaf carving with generous proportions and interesting scale.</p><p><strong>Materials:</strong> Brocade, Mahogany</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century English Armchairs</p>",Antique Furniture Co.,Furniture > Chairs,Chair,"Victorian, 19th Century, Antique, English, Brocade, Mahogany",TRUE,Title,Default Title,,,,,ANT-CHAIR-053,10000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/373/8899_1346183661_2.jpg?width=2000&quality=90,1,Victorian Padded Arm Chair with Cranberry Floral Brocade,FALSE,Victorian Padded Arm Chair with Cranberry Floral B | Antique Furniture Co.,"Beautiful, rich dark mahogany victorian style padded armchair with Cranberry floral brocade. Delicate ancanthus leaf carving with generous proportions and ",Furniture > Chairs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
victorian-padded-arm-chair-with-cranberry-floral-brocade,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/374/8899_1346184035_1_1.jpg?width=2000&quality=90,2,Victorian Padded Arm Chair with Cranberry Floral Brocade - Image 2,,,,,,,,,,,,,,,,,,,,
victorian-padded-arm-chair-with-cranberry-floral-brocade,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/374/8899_1346184035_1_1-01.jpg?width=2000&quality=90,3,Victorian Padded Arm Chair with Cranberry Floral Brocade - Image 3,,,,,,,,,,,,,,,,,,,,
wingback-chair-on-claw-and-ball-foot-mahogany-frame,"Wingback Chair on Claw and Ball Foot, Mahogany Frame","<p>Newly reupholstered waffle weave style trimmed white on claw and ball foot mahogany frame with acanthus leaves and dental moulding. Gorgeous!!</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1940s Great Britain (UK) Wingback Chairs</p>",Antique Furniture Co.,Furniture > Chairs,Chair,,TRUE,Title,Default Title,,,,,ANT-CHAIR-054,10000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/1121189/f_28280021456837072125/2828002_s.jpeg?width=2000&quality=90,1,"Wingback Chair on Claw and Ball Foot, Mahogany Frame",FALSE,"Wingback Chair on Claw and Ball Foot, Mahogany Fra | Antique Furniture Co.",Newly reupholstered waffle weave style trimmed white on claw and ball foot mahogany frame with acanthus leaves and dental moulding. Gorgeous!!,Furniture > Chairs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
george-jones-hand-painted-gilt-plates-with-fruit,George Jones Hand Painted Gilt Plates with Fruit,"<p>With a rich magenta background this hand signed collection of Crescent/George Jones &amp; Sons dessert plates, features a brightly hand painted variety of summer fruits centered with gil...</p><p><strong>Materials:</strong> Gold</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century English More Dining and Entertaining</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, English, Gold",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-055,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org__p9y6305/_P9Y6305_l_s.jpg?width=2000&quality=90,1,George Jones Hand Painted Gilt Plates with Fruit,FALSE,George Jones Hand Painted Gilt Plates with Fruit | Antique Furniture Co.,"With a rich magenta background this hand signed collection of Crescent/George Jones &amp; Sons dessert plates, features a brightly hand painted variety of ",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
hand-knotted-tribal-carpet-from-pakistan,Hand-Knotted Tribal Carpet from Pakistan,"<p>Beautiful Pakistan tribal carpet, repeat pattern in black with blue motifs on red ground, hand-knotted in 100 % wool, with cotton warps and wefts. A Pak Bokhara rug is a rug made in ...</p><p><strong>Materials:</strong> Wool</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Mid-20th Century Tribal Caucasian Rugs</p>",Antique Furniture Co.,Home & Garden > Decor > Rugs,Rug,"Asian, 20th Century, Wool",TRUE,Title,Default Title,,,,,ANT-RUG-056,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/10_15/img_8395a/IMG_8395a_l.jpeg?width=2000&quality=90,1,Hand-Knotted Tribal Carpet from Pakistan,FALSE,Hand-Knotted Tribal Carpet from Pakistan | Antique Furniture Co.,"Beautiful Pakistan tribal carpet, repeat pattern in black with blue motifs on red ground, hand-knotted in 100 % wool, with cotton warps and wefts. A Pak Bo",Home & Garden > Decor > Rugs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
hand-knotted-tribal-carpet-from-pakistan,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/f_8899/f_1900982/1900982_1462290268089_master.jpeg?width=2000&quality=90,2,Hand-Knotted Tribal Carpet from Pakistan - Image 2,,,,,,,,,,,,,,,,,,,,
hand-knotted-tribal-carpet-from-pakistan,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/f_8899/f_1900982/1900982_1462290268089_s.jpeg?width=2000&quality=90,3,Hand-Knotted Tribal Carpet from Pakistan - Image 3,,,,,,,,,,,,,,,,,,,,
round-mid-century-modern-leather-stool-on-casters,Round Mid-Century Modern Leather Stool on Casters,"<p>Black leather with wood trim on metal base with rolling casters. Handy for rolling around with low detailed work.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Mid-20th Century Stools</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Mid-Century, Modern, 20th Century",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-057,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/34_15/org_modernroundstool01/ModernRoundStool01_l_s.jpeg?width=2000&quality=90,1,Round Mid-Century Modern Leather Stool on Casters,FALSE,Round Mid-Century Modern Leather Stool on Casters | Antique Furniture Co.,Black leather with wood trim on metal base with rolling casters. Handy for rolling around with low detailed work.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
french-vintage-painted-leather-and-metal-industrial-containers,French Vintage Painted Leather and Metal Industrial Containers,"<p>Cylindrical tall containers with metal banding at the top of the leather sides, with red painted bands and black labels.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1940s French Architectural Elements</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"French, Vintage",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-058,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/19_14/1137970/1137970/1137970_l.jpg?width=2000&quality=90,1,French Vintage Painted Leather and Metal Industrial Containers,FALSE,French Vintage Painted Leather and Metal Industria | Antique Furniture Co.,"Cylindrical tall containers with metal banding at the top of the leather sides, with red painted bands and black labels.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
papier-ma-che-maquette,Papier Mâché Maquette,"<p>Papier mâché maquette from France once used for men's hat display. This is an unusual realistic rendition for a display mannequin.</p><p><strong>Materials:</strong> Paint, Paper, Papier Mâché, Wood</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century French Sculptures</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, French, Paint, Paper, Papier Mâché, Wood",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-059,5000,shopify,1,deny,manual,2560,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/20_14/hat_head2/hat_head2_l.jpeg?width=2000&quality=90,1,Papier Mâché Maquette,FALSE,Papier Mâché Maquette | Antique Furniture Co.,Papier mâché maquette from France once used for men's hat display. This is an unusual realistic rendition for a display mannequin.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
papier-ma-che-maquette,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/18_14/1137932/1137932/1137932_l.jpg?width=2000&quality=90,2,Papier Mâché Maquette - Image 2,,,,,,,,,,,,,,,,,,,,
papier-ma-che-maquette,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/18_14/1137932/1137932/1137932_l_s.jpg?width=2000&quality=90,3,Papier Mâché Maquette - Image 3,,,,,,,,,,,,,,,,,,,,
original-painting-au-cirque-by-urban-huchet,"Original Painting, ""Au Cirque, "" by Urban Huchet","<p>Signed original acrylic by Urban Huchet (French, 1930-2014). This acrylic on canvas was painted in his Paris Studio. 

Au Cirque is a wonderful representation of the circus in full...</p><p><strong>Materials:</strong> Acrylic</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1950s Paintings</p>",Antique Furniture Co.,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Painting,Acrylic,TRUE,Title,Default Title,,,,,ANT-PAINTING-060,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/3663232/f_3197282/IMG_4474_org_s.jpg?width=2000&quality=90,1,"Original Painting, ""Au Cirque, "" by Urban Huchet",FALSE,"Original Painting, ""Au Cirque, "" by Urban Huchet | Antique Furniture Co.","Signed original acrylic by Urban Huchet (French, 1930-2014). This acrylic on canvas was painted in his Paris Studio. 

Au Cirque is a wonderful representat","Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
19th-century-two-piece-english-butler-s-secretary,19th Century Two-Piece English Butler's Secretary,"<p>This two-piece secretary is constructed of oak with contrast mahogany banding, the compartmented fall front desk forms the top drawer of the base cabinet when closed, the upper cabin...</p><p><strong>Materials:</strong> Brass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century American Secretaires</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, English, Brass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-061,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/52_14/org_oak_chest_desk10/ORG_ORG_Oak_Chest_desk10.jpeg?width=2000&quality=90,1,19th Century Two-Piece English Butler's Secretary,FALSE,19th Century Two-Piece English Butler's Secretary | Antique Furniture Co.,"This two-piece secretary is constructed of oak with contrast mahogany banding, the compartmented fall front desk forms the top drawer of the base cabinet w",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
maitland-smith-bar,Maitland-Smith Bar,"<p>Finely detailed Maitland-Smith bar in an Art Nouveau Safari Fantasy style with fitted mahogany interior with cast brass bamboo hardware, the body covered in split marble veneer with ...</p><p><strong>Materials:</strong> Stone, Brass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Late 20th Century British Anglo Raj Carts and Bar Carts</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Anglo Raj, 20th Century, Stone, Brass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-062,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/49_14/maitland_bar/Maitland_Bar_l.jpeg?width=2000&quality=90,1,Maitland-Smith Bar,FALSE,Maitland-Smith Bar | Antique Furniture Co.,"Finely detailed Maitland-Smith bar in an Art Nouveau Safari Fantasy style with fitted mahogany interior with cast brass bamboo hardware, the body covered i",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
maitland-smith-bar,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/50_14/org_maitland_bar6/ORG_ORG_Maitland_Bar6.jpeg?width=2000&quality=90,2,Maitland-Smith Bar - Image 2,,,,,,,,,,,,,,,,,,,,
maitland-smith-bar,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/50_14/org_maitland_bar6/Maitland_Bar6_l_s.jpeg?width=2000&quality=90,3,Maitland-Smith Bar - Image 3,,,,,,,,,,,,,,,,,,,,
kilim-rugs-made-into-turkish-pillows-three-piece-set,"Kilim Rugs Made into Turkish Pillows, Three-Piece Set","<p>From Antique Kilims of Afghanistan</p><p><strong>Materials:</strong> Wool</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century Asian Kilim Turkish Rugs</p>",Antique Furniture Co.,Home & Garden > Decor > Rugs,Rug,"Asian, 20th Century, Wool",TRUE,Title,Default Title,,,,,ANT-RUG-063,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/1722654/f_2076992/Trio_ocs_org_s.jpg?width=2000&quality=90,1,"Kilim Rugs Made into Turkish Pillows, Three-Piece Set",FALSE,"Kilim Rugs Made into Turkish Pillows, Three-Piece  | Antique Furniture Co.",From Antique Kilims of Afghanistan,Home & Garden > Decor > Rugs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
rococo-style-louis-xv-french-walnut-bed-bookmatched-veneer,Rococo Style Louis XV French Walnut Bed Bookmatched Veneer,"<p>Double size Louis XV style carved French walnut bed, bookmatched veneer panels on head board and foot board, nicely carved cabriole legs with shells, paneled side rails and foot rail...</p><p><strong>Materials:</strong> Walnut</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century American Rococo Revival Beds and Bed Frames</p>",Antique Furniture Co.,Furniture > Bedroom Furniture > Beds & Bed Frames,Daybed,"20th Century, French, Walnut, Rococo, Louis",TRUE,Title,Default Title,,,,,ANT-DAYBED-064,30000,shopify,1,deny,manual,8500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/7842/01_14/org__mg_5398/ORG_ORG__MG_5398.jpg?width=2000&quality=90,1,Rococo Style Louis XV French Walnut Bed Bookmatched Veneer,FALSE,Rococo Style Louis XV French Walnut Bed Bookmatche | Antique Furniture Co.,"Double size Louis XV style carved French walnut bed, bookmatched veneer panels on head board and foot board, nicely carved cabriole legs with shells, panel",Furniture > Bedroom Furniture > Beds & Bed Frames,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
tall-louis-philippe-style-mahogany-chest-of-drawers,Tall Louis Philippe Style Mahogany Chest of Drawers,"<p>Monumental carved mahogany and flame mahogany veneer chest of drawers, bookmatched veneer on the curved drawer fronts, carved sunflower motifs flank the broken pediment top and casca...</p><p><strong>Materials:</strong> Mahogany</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century French Louis Philippe Commodes and Chests of Drawers</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, French, Mahogany, Louis",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-065,5000,shopify,1,deny,manual,12000,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/14_14/1103282/1103282_l.jpg?width=2000&quality=90,1,Tall Louis Philippe Style Mahogany Chest of Drawers,FALSE,Tall Louis Philippe Style Mahogany Chest of Drawer | Antique Furniture Co.,"Monumental carved mahogany and flame mahogany veneer chest of drawers, bookmatched veneer on the curved drawer fronts, carved sunflower motifs flank the br",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
tall-louis-philippe-style-mahogany-chest-of-drawers,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/14_14/1103282/ORG_1103282.jpg?width=2000&quality=90,2,Tall Louis Philippe Style Mahogany Chest of Drawers - Image 2,,,,,,,,,,,,,,,,,,,,
royal-gurkha-rifles-dressed-in-rifle-green,Royal Gurkha Rifles Dressed in Rifle Green,"<p>This limited edition soldier depicts the legendary Gurkha Rifles, circa 1914 dressed in Rifle Green.

The Gurkhas were once one of Britain's fiercest enemies. They come from the fo...</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century Nepalese Malayer More Asian Art, Objects and Furniture</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Asian, 20th Century",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-066,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/1121189/f_28276821456837014475/2827682_master.jpeg?width=2000&quality=90,1,Royal Gurkha Rifles Dressed in Rifle Green,FALSE,Royal Gurkha Rifles Dressed in Rifle Green | Antique Furniture Co.,"This limited edition soldier depicts the legendary Gurkha Rifles, circa 1914 dressed in Rifle Green.

The Gurkhas were once one of Britain's fiercest enemi",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
early-20th-century-french-revival-tapestry-seated-bench,Early 20th Century French Revival Tapestry Seated Bench,"<p>Simply charming early 20th century French Revival composition, with old pictoral tapestry seated bench and ballister shape railing.</p><p><strong>Materials:</strong> Composition</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century French Revival Benches</p>",Antique Furniture Co.,Home & Garden > Decor > Throw Pillows,Textile,"20th Century, French, Composition",TRUE,Title,Default Title,,,,,ANT-TEXTILE-067,5000,shopify,1,deny,manual,2320,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/44_13/938584/ORG_938584.jpg?width=2000&quality=90,1,Early 20th Century French Revival Tapestry Seated Bench,FALSE,Early 20th Century French Revival Tapestry Seated  | Antique Furniture Co.,"Simply charming early 20th century French Revival composition, with old pictoral tapestry seated bench and ballister shape railing.",Home & Garden > Decor > Throw Pillows,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-midcentury-french-marble-occasional-tables,Pair of Midcentury French Marble Occasional Tables,"<p>These demilune marble occasional tables have solid brass legs which screw into a brass sub frame under the ogee edged statuary marble tops.</p><p><strong>Materials:</strong> Marble, Metal</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1940s French Demi-lune Tables</p>",Antique Furniture Co.,Furniture > Tables,Table,"French, Marble, Metal",TRUE,Title,Default Title,,,,,ANT-TABLE-068,25000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/20_14/demilune_stands4/demilune_Stands4_l.jpeg?width=2000&quality=90,1,Pair of Midcentury French Marble Occasional Tables,FALSE,Pair of Midcentury French Marble Occasional Tables | Antique Furniture Co.,These demilune marble occasional tables have solid brass legs which screw into a brass sub frame under the ogee edged statuary marble tops.,Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-midcentury-french-marble-occasional-tables,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/18_14/1137988/1137988/1137988_l.jpg?width=2000&quality=90,2,Pair of Midcentury French Marble Occasional Tables - Image 2,,,,,,,,,,,,,,,,,,,,
french-wrought-iron-rose-frame-mirror,French Wrought Iron Rose Frame Mirror,"<p>Landscape mirror with wrought iron frame of scroll work, leaves and roses with two attached candle arms, painted in French white and pink.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1930s French Wall Mirrors</p>",Antique Furniture Co.,Home & Garden > Decor > Mirrors,Mirror,French,TRUE,Title,Default Title,,,,,ANT-MIRROR-069,5000,shopify,1,deny,manual,14000,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/06_14/1039558/1039558_l_s.jpg?width=2000&quality=90,1,French Wrought Iron Rose Frame Mirror,FALSE,French Wrought Iron Rose Frame Mirror | Antique Furniture Co.,"Landscape mirror with wrought iron frame of scroll work, leaves and roses with two attached candle arms, painted in French white and pink.",Home & Garden > Decor > Mirrors,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
