Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
anglo-asian-cane-daybed,Anglo Asian Cane Daybed,"<p>Solid wood with cherry stain and wicker webbing. Covered with a removable fabric piece. Two drawers on each end and Yin Yang carvings.

Cane needs repair.</p><p><strong>Materials:</strong> Cherry</p><p><strong>Category:</strong> Early 20th Century Hong Kong Tibetan Furniture</p>",Antique Furniture Co.,Furniture > Bedroom Furniture > Beds & Bed Frames,Daybed,"Asian, 20th Century, Cherry",TRUE,Title,Default Title,,,,,ANT-DAYBED-042,30000,shopify,1,deny,manual,6000,,TRUE,TRUE,,https://a.1stdibscdn.com/anglo-aian-cane-daybed-for-sale/3663232/f_117255911534182445871/Treasure_Keepers064_org_master.jpg?width=2000&quality=90,1,Anglo Asian Cane Daybed,FALSE,Anglo Asian Cane Daybed | Antique Furniture Co.,"Solid wood with cherry stain and wicker webbing. Covered with a removable fabric piece. Two drawers on each end and Yin Yang carvings.

Cane needs repair.",Furniture > Bedroom Furniture > Beds & Bed Frames,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
four-vintage-indonesian-textiles-as-pillow-jackets,Four Vintage Indonesian Textiles as Pillow Jackets,"<p>All well maintained, no mildew smell.
Original fabric and pillow cases with zippers.
Batik!! Always in style!</p><p><strong>Materials:</strong> Cotton</p><p><strong>Category:</strong> Vintage 1960s Asian Anglo-Indian Textiles</p>",Antique Furniture Co.,Home & Garden > Decor > Throw Pillows,Textile,"Asian, Indian, Cotton, Vintage",TRUE,Title,Default Title,,,,,ANT-TEXTILE-043,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/four-vintage-indonesian-textiles-as-pillow-jackets-for-sale/1121189/f_82449931562685619959/8244993_master.jpg?width=2000&quality=90,1,Four Vintage Indonesian Textiles as Pillow Jackets,FALSE,Four Vintage Indonesian Textiles as Pillow Jackets | Antique Furniture Co.,"All well maintained, no mildew smell.
Original fabric and pillow cases with zippers.
Batik!! Always in style!",Home & Garden > Decor > Throw Pillows,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
country-french-walnut-baker-secretary-with-drop-desk-mini-bar-and-lattice-doors,Country French Walnut Baker Secretary with Drop Desk Mini Bar and Lattice Doors,"<p>Marvelous walnut cabinets with dental moulding, rose floral trim, metal lattice doors, leather top drop desk with Baker key, brass hinges and handles. Mirrored mini bar. Dovetail dra...</p><p><strong>Materials:</strong> Fruitwood</p><p><strong>Category:</strong> Mid-20th Century English French Provincial Secretaires</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, French, English, Fruitwood",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-044,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/f_8899/f_82491331502544048181/_MG_4453_master.jpg?width=2000&quality=90,1,Country French Walnut Baker Secretary with Drop Desk Mini Bar and Lattice Doors,FALSE,Country French Walnut Baker Secretary with Drop De | Antique Furniture Co.,"Marvelous walnut cabinets with dental moulding, rose floral trim, metal lattice doors, leather top drop desk with Baker key, brass hinges and handles. Mirr",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
country-french-walnut-baker-secretary-with-drop-desk-mini-bar-and-lattice-doors,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/1121189/f_82491331502710652170/8249133_master.jpg?width=2000&quality=90,2,Country French Walnut Baker Secretary with Drop Desk Mini Bar and Lattice Doors - Image 2,,,,,,,,,,,,,,,,,,,,
wrought-iron-gold-parlor-chair,Wrought Iron Gold Parlor Chair,<p>Gold painted wrought iron chair with honeycomb pattern seat and tassels.</p><p><strong>Materials:</strong> Wrought Iron</p><p><strong>Category:</strong> Mid-20th Century American French Provincial Chairs</p>,Antique Furniture Co.,Furniture > Chairs,Chair,"20th Century, French, Wrought Iron",TRUE,Title,Default Title,,,,,ANT-CHAIR-045,10000,shopify,1,deny,manual,1600,,TRUE,TRUE,,https://a.1stdibscdn.com/wrought-iron-gold-parlor-chair-for-sale/3663232/f_117250811534182295152/Treasure_Keepers105_org_master.jpg?width=2000&quality=90,1,Wrought Iron Gold Parlor Chair,FALSE,Wrought Iron Gold Parlor Chair | Antique Furniture Co.,Gold painted wrought iron chair with honeycomb pattern seat and tassels.,Furniture > Chairs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
jacobean-oak-leaf-chairs,Jacobean Oak Leaf Chairs,"<p>Green diamond crushed tapestry adorns the turned wood Italian Renaissance style chairs with nailhead trim, from the 1800s.</p><p><strong>Materials:</strong> Oak, Tapestry</p><p><strong>Category:</strong> Antique 19th Century English Armchairs</p>",Antique Furniture Co.,Furniture > Chairs,Chair,"19th Century, Antique, English, Oak, Tapestry",TRUE,Title,Default Title,,,,,ANT-CHAIR-046,10000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/359/XXX_8899_1343828115_1-01.jpg?width=2000&quality=90,1,Jacobean Oak Leaf Chairs,FALSE,Jacobean Oak Leaf Chairs | Antique Furniture Co.,"Green diamond crushed tapestry adorns the turned wood Italian Renaissance style chairs with nailhead trim, from the 1800s.",Furniture > Chairs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
georges-jacob-french-louis-style-chair,Georges Jacob French Louis Style Chair,"<p>This beautiful French Empire chair crafted in the style of George Jacob has padded arms and cabriole legs with ornate gold carvings.</p><p><strong>Materials:</strong> Wood, Silk, Damask</p><p><strong>Category:</strong> 20th Century French Armchairs</p>",Antique Furniture Co.,Furniture > Chairs,Chair,"20th Century, French, Wood, Silk, Damask, Louis",TRUE,Title,Default Title,,,,,ANT-CHAIR-047,10000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload//mods/0712/U1207178899350/8899_1342796747_2.jpg?width=2000&quality=90,1,Georges Jacob French Louis Style Chair,FALSE,Georges Jacob French Louis Style Chair | Antique Furniture Co.,This beautiful French Empire chair crafted in the style of George Jacob has padded arms and cabriole legs with ornate gold carvings.,Furniture > Chairs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
georges-jacob-french-louis-style-chair,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/1121189/f_6761561531469795611/676156_master.jpg?width=2000&quality=90,2,Georges Jacob French Louis Style Chair - Image 2,,,,,,,,,,,,,,,,,,,,
rams-horn-candlestick-with-brass-accents,Rams Horn Candlestick with Brass Accents,<p>This large rams horn has a wonderful shape and a wonderful aged finish. The horn has been topped with a bronze candle holder and rests on three brass ball feet.</p><p><strong>Materials:</strong> Bronze</p><p><strong>Category:</strong> 20th Century American Candle Holders</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Bronze",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-048,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/329/XXX_8899_1335396025_1-01.jpg?width=2000&quality=90,1,Rams Horn Candlestick with Brass Accents,FALSE,Rams Horn Candlestick with Brass Accents | Antique Furniture Co.,This large rams horn has a wonderful shape and a wonderful aged finish. The horn has been topped with a bronze candle holder and rests on three brass ball ,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
elizabethan-chair-with-needlepoint-upholstery,Elizabethan Chair with Needlepoint Upholstery,"<p>This hand-carved Elizabethan chair has been elaborately decorated. The wooden frame features a carved acanthus leaf motif both on the scrolled arms, legs and cross supports. The apro...</p><p><strong>Materials:</strong> Wood</p><p><strong>Category:</strong> Antique 18th Century and Earlier English Armchairs</p>",Antique Furniture Co.,Furniture > Chairs,Chair,"Antique, 18th Century, English, Wood",TRUE,Title,Default Title,,,,,ANT-CHAIR-049,10000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/277/XXX_8899_1323463629_1-01.jpg?width=2000&quality=90,1,Elizabethan Chair with Needlepoint Upholstery,FALSE,Elizabethan Chair with Needlepoint Upholstery | Antique Furniture Co.,"This hand-carved Elizabethan chair has been elaborately decorated. The wooden frame features a carved acanthus leaf motif both on the scrolled arms, legs a",Furniture > Chairs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
19th-century-baroque-carved-giltwood-mirror,19th Century Baroque Carved Giltwood Mirror,"<p>This 19th century Baroque style giltwood mirror features not only intricate carvings but a lovely gilt repousse border. With nicely articulated foliate corners.</p><p><strong>Materials:</strong> Giltwood, Gesso</p><p><strong>Category:</strong> Antique 19th Century Italian Wall Mirrors</p>",Antique Furniture Co.,Home & Garden > Decor > Mirrors,Mirror,"19th Century, Antique, Italian, Giltwood, Gesso, Baroque",TRUE,Title,Default Title,,,,,ANT-MIRROR-050,5000,shopify,1,deny,manual,10000,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/299/8899_1330119921_2.jpg?width=2000&quality=90,1,19th Century Baroque Carved Giltwood Mirror,FALSE,19th Century Baroque Carved Giltwood Mirror | Antique Furniture Co.,This 19th century Baroque style giltwood mirror features not only intricate carvings but a lovely gilt repousse border. With nicely articulated foliate cor,Home & Garden > Decor > Mirrors,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
19th-century-baroque-carved-giltwood-mirror,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/299/XXX_8899_1330119921_1.jpg?width=2000&quality=90,2,19th Century Baroque Carved Giltwood Mirror - Image 2,,,,,,,,,,,,,,,,,,,,
19th-century-baroque-carved-giltwood-mirror,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/299/XXX_8899_1330119921_1-01.jpg?width=2000&quality=90,3,19th Century Baroque Carved Giltwood Mirror - Image 3,,,,,,,,,,,,,,,,,,,,
18th-century-manjoosh-indian-teak-cart,18th Century Manjoosh Indian Teak Cart,"<p>This antique Indian cart has been vividly painted with shades of cerulean blue, forest green, canary yellow, black and vermilion. The cart rolls on hand-carved wooden wheels. Hand-ca...</p><p><strong>Materials:</strong> Iron</p><p><strong>Category:</strong> Antique 18th Century and Earlier Indian Carts and Bar Carts</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Indian, Antique, 18th Century, Iron",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-051,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/277/XXX_8899_1323719375_1.jpg?width=2000&quality=90,1,18th Century Manjoosh Indian Teak Cart,FALSE,18th Century Manjoosh Indian Teak Cart | Antique Furniture Co.,"This antique Indian cart has been vividly painted with shades of cerulean blue, forest green, canary yellow, black and vermilion. The cart rolls on hand-ca",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-early-georgian-style-bronze-chenets,Pair of Early Georgian Style Bronze Chenets,"<p>These substantial and opulent chenets are cast in exquisite detail. The chenets are flanked by fierce lions, adorned with laughing satyr masks and festooned with climbing curls of ac...</p><p><strong>Materials:</strong> Bronze</p><p><strong>Category:</strong> Antique 19th Century French Fireplace Tools and Chimney Pots</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Georgian, 19th Century, Antique, French, Bronze",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-052,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/106/XXX_8899_1291153645_1_768.jpg?width=2000&quality=90,1,Pair of Early Georgian Style Bronze Chenets,FALSE,Pair of Early Georgian Style Bronze Chenets | Antique Furniture Co.,"These substantial and opulent chenets are cast in exquisite detail. The chenets are flanked by fierce lions, adorned with laughing satyr masks and festoone",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
french-crystal-candelabras-pair,"French Crystal Candelabras, Pair","<p>Beautiful pair of gold leaf crystal candelabra wall sconces.</p><p><strong>Materials:</strong> Crystal, Gold Leaf, Metal</p><p><strong>Category:</strong> 20th Century French Wall Lights and Sconces</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, French, Crystal, Gold Leaf, Metal",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-053,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/86/8899_1279636240_2.jpg?width=2000&quality=90,1,"French Crystal Candelabras, Pair",FALSE,"French Crystal Candelabras, Pair | Antique Furniture Co.",Beautiful pair of gold leaf crystal candelabra wall sconces.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
french-crystal-candelabras-pair,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/86/XXX_8899_1279579594_1.jpg?width=2000&quality=90,2,"French Crystal Candelabras, Pair - Image 2",,,,,,,,,,,,,,,,,,,,
french-crystal-candelabras-pair,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/86/XXX_8899_1279579594_1-01.jpg?width=2000&quality=90,3,"French Crystal Candelabras, Pair - Image 3",,,,,,,,,,,,,,,,,,,,
pair-of-italian-hand-carved-gilt-sconces-with-black-shades,Pair of Italian Hand-Carved Gilt Sconces with Black Shades,<p>These elegant wall sconces were hand-carved in Italy. They have been wired to serve as lamps and feature sumptuously hand painted shades. The whole is composted of intricately carved...</p><p><strong>Materials:</strong> Wood</p><p><strong>Category:</strong> Antique 18th Century and Earlier Italian Wall Lights and Sconces</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Antique, 18th Century, Italian, Wood",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-054,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/262/XXX_8899_1321566197_1-01.jpg?width=2000&quality=90,1,Pair of Italian Hand-Carved Gilt Sconces with Black Shades,FALSE,Pair of Italian Hand-Carved Gilt Sconces with Blac | Antique Furniture Co.,These elegant wall sconces were hand-carved in Italy. They have been wired to serve as lamps and feature sumptuously hand painted shades. The whole is comp,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
chinese-altar-table,Chinese Altar Table,"<p>Qing dynasty furniture is designed to exhibit a positive interplay between nature and humanity. This altar table, with its simple structure and minimal decoration, sets off the natur...</p><p><strong>Category:</strong> Antique 19th Century Console Tables</p>",Antique Furniture Co.,Furniture > Tables,Table,"19th Century, Antique, Chinese",TRUE,Title,Default Title,,,,,ANT-TABLE-055,25000,shopify,1,deny,manual,6700,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/107/XXX_8899_1291231699_1_768-01.jpg?width=2000&quality=90,1,Chinese Altar Table,FALSE,Chinese Altar Table | Antique Furniture Co.,"Qing dynasty furniture is designed to exhibit a positive interplay between nature and humanity. This altar table, with its simple structure and minimal dec",Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
fine-dresden-porcelain-lamps,Fine Dresden Porcelain Lamps,<p>Dresden porcelain square baluster vases feature 18th century design. The Vignettes are based on Angelica Kauffman Paintings. Ms. Kauffman was a Swiss neoclassical painter and inciden...</p><p><strong>Materials:</strong> Porcelain</p><p><strong>Category:</strong> Antique 19th Century German Table Lamps</p>,Antique Furniture Co.,Home & Garden > Lighting,Lighting,"19th Century, Antique, Porcelain",TRUE,Title,Default Title,,,,,ANT-LIGHTING-056,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/117/8899_1296077339_2.jpg?width=2000&quality=90,1,Fine Dresden Porcelain Lamps,FALSE,Fine Dresden Porcelain Lamps | Antique Furniture Co.,Dresden porcelain square baluster vases feature 18th century design. The Vignettes are based on Angelica Kauffman Paintings. Ms. Kauffman was a Swiss neocl,Home & Garden > Lighting,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
fine-dresden-porcelain-lamps,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/117/XXX_8899_1296077339_1.jpg?width=2000&quality=90,2,Fine Dresden Porcelain Lamps - Image 2,,,,,,,,,,,,,,,,,,,,
fine-dresden-porcelain-lamps,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/117/XXX_8899_1296077339_1-01.jpg?width=2000&quality=90,3,Fine Dresden Porcelain Lamps - Image 3,,,,,,,,,,,,,,,,,,,,
tibetan-temple-doors,Tibetan Temple Doors,"<p>Pair of ancient exotic wood and hand-forged iron temple doors, purchased from the government of Tibet.</p><p><strong>Category:</strong> Antique 18th Century and Earlier Tibetan Architectural Elements</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Antique, 18th Century",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-057,5000,shopify,1,deny,manual,6330,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/1121189/f_4051341531469718115/405134_master.jpg?width=2000&quality=90,1,Tibetan Temple Doors,FALSE,Tibetan Temple Doors | Antique Furniture Co.,"Pair of ancient exotic wood and hand-forged iron temple doors, purchased from the government of Tibet.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-bronze-and-marble-art-deco-lamps,Pair of Bronze and Marble Art Deco Lamps,"<p>Pair of bronze and marble Art Deco lamps with cherub detail; silk, feathered, and beaded shades.</p><p><strong>Materials:</strong> Bronze</p><p><strong>Category:</strong> 20th Century French Table Lamps</p>",Antique Furniture Co.,Home & Garden > Lighting,Lighting,"Art Deco, 20th Century, French, Bronze",TRUE,Title,Default Title,,,,,ANT-LIGHTING-058,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesD/upload/8899/54/6.jpg?width=2000&quality=90,1,Pair of Bronze and Marble Art Deco Lamps,FALSE,Pair of Bronze and Marble Art Deco Lamps | Antique Furniture Co.,"Pair of bronze and marble Art Deco lamps with cherub detail; silk, feathered, and beaded shades.",Home & Garden > Lighting,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
seated-lady-in-hat,Seated Lady in Hat,"<p>By Mendez, contemporary Female artist from California.</p><p><strong>Materials:</strong> Canvas</p><p><strong>Category:</strong> Vintage 1970s American Paintings</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,Canvas,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-059,5000,shopify,1,deny,manual,4800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/94/8899_1287094548_2.jpg?width=2000&quality=90,1,Seated Lady in Hat,FALSE,Seated Lady in Hat | Antique Furniture Co.,"By Mendez, contemporary Female artist from California.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
seated-lady-in-hat,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/1121189/f_4565431531454084341/456543_master.jpg?width=2000&quality=90,2,Seated Lady in Hat - Image 2,,,,,,,,,,,,,,,,,,,,
large-buffalo-skull-with-native-american-foot-print,Large Buffalo Skull with Native American Foot Print,<p>This Extra Large buffalo skull features black horns decorated with two red foot prints. It skull has a natural rustic beauty. The red animal footprints on the horns appear to be thos...</p><p><strong>Category:</strong> Late 20th Century Animal Sculptures</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,20th Century,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-060,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/211/XXX_8899_1313524010_1-01.jpg?width=2000&quality=90,1,Large Buffalo Skull with Native American Foot Print,FALSE,Large Buffalo Skull with Native American Foot Prin | Antique Furniture Co.,This Extra Large buffalo skull features black horns decorated with two red foot prints. It skull has a natural rustic beauty. The red animal footprints on ,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
bronze-of-captian-william-bucky-o-neil-by-jack-osmer,"Bronze of Captian William ""Bucky O'Neil"" by Jack Osmer","<p>This wonderful sculpture speaks of multiple generations of Southwestern history and art. The piece that you are looking at is a bronze casting by renowned Arizona artist, Jack Osmer....</p><p><strong>Materials:</strong> Bronze</p><p><strong>Category:</strong> Vintage 1970s Sculptures</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,Bronze,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-061,5000,shopify,1,deny,manual,25000,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/174/XXX_8899_1306957583_1-01.jpg?width=2000&quality=90,1,"Bronze of Captian William ""Bucky O'Neil"" by Jack Osmer",FALSE,"Bronze of Captian William ""Bucky O'Neil"" by Jack O | Antique Furniture Co.",This wonderful sculpture speaks of multiple generations of Southwestern history and art. The piece that you are looking at is a bronze casting by renowned ,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-hand-carved-gilt-fruitwood-italian-candelabras,Pair of Hand-Carved Gilt Fruitwood Italian Candelabras,<p>This pair of beautiful hand-carved gilt fruit-wood Italian candelabras are adorned by bouquets of roses and accented by flowing ribbons. The ornate design depicts a gardeners delight...</p><p><strong>Materials:</strong> Gold Leaf</p><p><strong>Category:</strong> Early 20th Century French Candle Holders</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, French, Italian, Gold Leaf",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-062,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/228/8899_1317324370_2.jpg?width=2000&quality=90,1,Pair of Hand-Carved Gilt Fruitwood Italian Candelabras,FALSE,Pair of Hand-Carved Gilt Fruitwood Italian Candela | Antique Furniture Co.,This pair of beautiful hand-carved gilt fruit-wood Italian candelabras are adorned by bouquets of roses and accented by flowing ribbons. The ornate design ,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-hand-carved-gilt-fruitwood-italian-candelabras,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/228/8899_1317324370_1_2.jpg?width=2000&quality=90,2,Pair of Hand-Carved Gilt Fruitwood Italian Candelabras - Image 2,,,,,,,,,,,,,,,,,,,,
pair-of-hand-carved-gilt-fruitwood-italian-candelabras,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/228/8899_1317324370_1_2-01.jpg?width=2000&quality=90,3,Pair of Hand-Carved Gilt Fruitwood Italian Candelabras - Image 3,,,,,,,,,,,,,,,,,,,,
appalachian-dough-bowl,Appalachian Dough Bowl,<p>Chestnut bread bowl from the Appalachian Mountains. One could not ask for a better patina on this kind of piece.</p><p><strong>Category:</strong> Antique 19th Century American Serving Bowls</p>,Antique Furniture Co.,Home & Garden > Decor > Vases,Decorative Vessel,"19th Century, Antique",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-063,5000,shopify,1,deny,manual,520,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/173/XXX_8899_1306874571_1-01.jpg?width=2000&quality=90,1,Appalachian Dough Bowl,FALSE,Appalachian Dough Bowl | Antique Furniture Co.,Chestnut bread bowl from the Appalachian Mountains. One could not ask for a better patina on this kind of piece.,Home & Garden > Decor > Vases,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
decorative-african-warthog-tusk-on-cast-bronze-base,Decorative African Warthog Tusk on Cast Bronze Base,<p>This African warthog tusk has been mounted on a cast bronze base with art deco detailing and bronze ring around point.</p><p><strong>Category:</strong> 20th Century African Sculptures</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"African, 20th Century",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-064,5000,shopify,1,deny,manual,1800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/330/XXX_8899_1335398583_1-01.jpg?width=2000&quality=90,1,Decorative African Warthog Tusk on Cast Bronze Base,FALSE,Decorative African Warthog Tusk on Cast Bronze Bas | Antique Furniture Co.,This African warthog tusk has been mounted on a cast bronze base with art deco detailing and bronze ring around point.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
francesco-molon-italian-style-buffet,Francesco Molon Italian Style Buffet,"<p>Fransesco Molon began furniture design manufacturing in 1966. This lovely fruitwood example is detailed with acanthus leaves, paterae, and rope carved moldings in fine detail. Three ...</p><p><strong>Materials:</strong> Gold, Brass</p><p><strong>Category:</strong> Vintage 1960s Italian Renaissance Buffets</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Italian, Gold, Brass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-065,5000,shopify,1,deny,manual,9800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/14_14/lgbuffet2/LgBuffet2_l.jpg?width=2000&quality=90,1,Francesco Molon Italian Style Buffet,FALSE,Francesco Molon Italian Style Buffet | Antique Furniture Co.,"Fransesco Molon began furniture design manufacturing in 1966. This lovely fruitwood example is detailed with acanthus leaves, paterae, and rope carved mold",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
francesco-molon-italian-style-buffet,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/14_14/1103274/ORG_1103274.jpg?width=2000&quality=90,2,Francesco Molon Italian Style Buffet - Image 2,,,,,,,,,,,,,,,,,,,,
louis-xv-italianate-style-beechwood-sofa,Louis XV Italianate Style Beechwood Sofa,"<p>Beautiful satin damask upholstered, ornately carved Louis XV settee, with nailhead trim.</p><p><strong>Category:</strong> 20th Century Italian Sofas</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Italian, Louis",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-066,5000,shopify,1,deny,manual,4100,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesD/upload/8899/54/8899_1275369587_1_1-01.jpg?width=2000&quality=90,1,Louis XV Italianate Style Beechwood Sofa,FALSE,Louis XV Italianate Style Beechwood Sofa | Antique Furniture Co.,"Beautiful satin damask upholstered, ornately carved Louis XV settee, with nailhead trim.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
